uniqueId,modifiedUnixTmp,tableName,roundNumber,length,dateStart,dateEnd,dateScheduled,status,player1,player2,country1,country2,score1,score2,event
hanoi-open-pool-championship-2024_1_1_443,1728558250,7,4,9,2024-10-10 16:07:10,2024-10-10 18:04:10,2024-10-10 16:00:00,3,Ismail Kadir,Zhu Xi He,Indonesia,China,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_444,1728557302,25,4,9,2024-10-10 16:13:16,2024-10-10 17:48:22,2024-10-10 16:00:00,3,Dean Shields,Van Sinh Nguyen,United Kingdom,Viet Nam,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_445,1728559545,22,4,9,2024-10-10 17:00:38,2024-10-10 18:25:45,2024-10-10 16:00:00,3,Andri Januarta,Sullivan Clark,Indonesia,New Zealand,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_446,1728559645,17,4,9,2024-10-10 15:58:29,2024-10-10 18:27:25,2024-10-10 16:00:00,3,Hsin Ting Chen,Elliott Sanderson,Chinese Taipei,United Kingdom,8,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_447,1728564019,16,4,9,2024-10-10 17:00:39,2024-10-10 19:40:19,2024-10-10 16:00:00,3,Duc Thang Nguyen,Van Hai Nguyen,Viet Nam,Viet Nam,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_1,1728620201,1,1,10,2024-10-11 10:03:48,2024-10-11 11:16:41,2024-10-11 10:00:00,3,Fedor Gorst,James Aranas,United States,Philippines,0,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_2,1728620447,15,1,10,2024-10-11 10:03:49,2024-10-11 11:20:47,2024-10-11 10:00:00,3,Yu Lung Chang,Dang Tuyen Nguyen,Chinese Taipei,Viet Nam,10,1,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_3,1728624570,9,1,10,2024-10-11 10:03:50,2024-10-11 12:29:30,2024-10-11 10:00:00,3,Kledio Kaci,Antonios Kakaris,Albania,Greece,10,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_4,1728622553,12,1,10,2024-10-11 10:03:50,2024-10-11 11:55:53,2024-10-11 10:00:00,3,Robbie Capito,Shih Kai Lin,Hong Kong,Chinese Taipei,10,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_5,1728621726,2,1,10,2024-10-11 10:03:51,2024-10-11 11:42:06,2024-10-11 10:00:00,3,Johann Chua,Jundel Mazon,Philippines,Philippines,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_6,1728626493,10,1,10,2024-10-11 10:03:52,2024-10-11 13:01:33,2024-10-11 10:00:00,3,Oscar Dominguez,Ching Ju Chien,United States,Chinese Taipei,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_7,1728622774,8,1,10,2024-10-11 10:03:54,2024-10-11 11:59:34,2024-10-11 10:00:00,3,Jerson Cumayas,Jianbo Fu,Philippines,China,10,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_8,1728623088,13,1,10,2024-10-11 10:03:54,2024-10-11 12:04:48,2024-10-11 10:00:00,3,Cong Thanh Nguyen,Jeffrey Ignacio,Viet Nam,Philippines,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_9,1728631190,16,1,10,2024-10-11 11:53:53,2024-10-11 14:19:50,2024-10-11 12:00:00,3,Francisco Sánchez Ruiz,Raymund Faraon,Spain,Philippines,10,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_10,1728629853,8,1,10,2024-10-11 12:12:35,2024-10-11 13:57:33,2024-10-11 12:00:00,3,Bernie Regalario,Po Cheng Kuo,Philippines,Chinese Taipei,7,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_11,1728628780,21,1,10,2024-10-11 11:49:29,2024-10-11 13:39:40,2024-10-11 12:00:00,3,Mustafa Alnar,Ping Han Ko,Turkey,Chinese Taipei,5,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_12,1728632246,18,1,10,2024-10-11 12:27:11,2024-10-11 14:37:26,2024-10-11 12:00:00,3,Skyler Woodward,Jaycee Cordova Garcia,United States,Philippines,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_13,1728629640,11,1,10,2024-10-11 12:27:23,2024-10-11 13:54:00,2024-10-11 12:00:00,3,Albert Manas,Marvin Asis,Philippines,Philippines,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_14,1728628088,12,1,10,2024-10-11 12:04:12,2024-10-11 13:28:08,2024-10-11 12:00:00,3,Carlo Biado,Besar Spahiu,Philippines,Albania,10,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_15,1728628781,20,1,10,2024-10-11 11:55:37,2024-10-11 13:39:41,2024-10-11 12:00:00,3,Shane Wolford,Elliott Sanderson,United States,United Kingdom,10,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_16,1728629715,2,1,10,2024-10-11 11:58:30,2024-10-11 13:55:15,2024-10-11 12:00:00,3,Ping Chung Ko,Michael Baoanan,Chinese Taipei,Philippines,10,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_17,1728623716,14,1,10,2024-10-11 10:03:55,2024-10-11 12:15:16,2024-10-11 10:00:00,3,Jayson Shaw,Landon Hollingsworth,United Kingdom,United States,10,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_18,1728620130,20,1,10,2024-10-11 10:03:56,2024-10-11 11:15:30,2024-10-11 10:00:00,3,Lee Vann Corteza,Ming Wang,Philippines,China,6,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_19,1728623349,19,1,10,2024-10-11 10:03:58,2024-10-11 12:09:09,2024-10-11 10:00:00,3,Edward Koyongian,Roland Garcia,Indonesia,Philippines,10,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_20,1728623565,22,1,10,2024-10-11 10:03:59,2024-10-11 12:12:45,2024-10-11 10:00:00,3,Van Huynh Nguyen,Ismail Kadir,Viet Nam,Indonesia,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_21,1728621437,16,1,10,2024-10-11 10:04:00,2024-10-11 11:37:17,2024-10-11 10:00:00,3,Pin Yi Ko,Max Eberle,Chinese Taipei,United States,10,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_22,1728625942,17,1,10,2024-10-11 10:04:01,2024-10-11 12:52:22,2024-10-11 10:00:00,3,Patric Gonzales,Tyler Styer,Philippines,United States,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_23,1728623637,11,1,10,2024-10-11 10:04:02,2024-10-11 12:13:57,2024-10-11 10:00:00,3,Quoc Hoang Duong,Dean Shields,Viet Nam,United Kingdom,8,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_24,1728623763,18,1,10,2024-10-11 10:04:02,2024-10-11 12:16:03,2024-10-11 10:00:00,3,David Alcaide,Duc Thang Nguyen,Spain,Viet Nam,10,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_25,1728627561,1,1,10,2024-10-11 11:49:07,2024-10-11 13:19:21,2024-10-11 12:00:00,3,Shane Van Boening,Mickey Krause,United States,Denmark,10,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_26,1728632379,15,1,10,2024-10-11 11:53:42,2024-10-11 14:39:39,2024-10-11 12:00:00,3,Francesco Candela,Duc Thien Luong,Italy,Viet Nam,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_27,1728628695,7,1,10,2024-10-11 11:53:10,2024-10-11 13:38:15,2024-10-11 12:00:00,3,Imran Majid,Harry Vergara,United Kingdom,Philippines,5,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_28,1728629327,13,1,10,2024-10-11 12:14:32,2024-10-11 13:48:47,2024-10-11 12:00:00,3,Truong An Bui,Jonás Souto Comino,Viet Nam,Spain,6,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_29,1728635092,9,1,10,2024-10-11 12:40:24,2024-10-11 15:24:52,2024-10-11 12:00:00,3,Pijus Labutis,Georgi Georgiev,Lithuania,Bulgaria,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_30,1728632137,22,1,10,2024-10-11 12:23:06,2024-10-11 14:35:37,2024-10-11 12:00:00,3,Hung Hsiang Wang,Andri Januarta,Chinese Taipei,Indonesia,8,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_31,1728628990,14,1,10,2024-10-11 12:25:42,2024-10-11 13:43:10,2024-10-11 12:00:00,3,Jefrey Roda,Michael Feliciano,Philippines,Philippines,10,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_32,1728630350,19,1,10,2024-10-11 12:19:14,2024-10-11 14:05:50,2024-10-11 12:00:00,3,Van Xuan Lo,Lo Ho Sum,Viet Nam,Hong Kong,5,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_33,1728637234,11,2,10,2024-10-11 14:02:02,2024-10-11 16:00:34,2024-10-11 14:00:00,3,James Aranas,Yu Lung Chang,Philippines,Chinese Taipei,10,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_34,1728639679,13,2,10,2024-10-11 14:17:02,2024-10-11 16:41:19,2024-10-11 14:00:00,3,Kledio Kaci,Robbie Capito,Albania,Hong Kong,10,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_35,1728634088,17,2,10,2024-10-11 14:05:30,2024-10-11 15:08:08,2024-10-11 14:00:00,3,Johann Chua,Ching Ju Chien,Philippines,Chinese Taipei,10,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_36,1728638284,12,2,10,2024-10-11 14:06:36,2024-10-11 16:18:04,2024-10-11 14:00:00,3,Jerson Cumayas,Jeffrey Ignacio,Philippines,Philippines,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_37,1728650309,1,2,10,2024-10-11 18:07:21,2024-10-11 19:38:29,2024-10-11 18:00:00,3,Francisco Sánchez Ruiz,Po Cheng Kuo,Spain,Chinese Taipei,10,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_38,1728644386,2,2,10,2024-10-11 16:24:18,2024-10-11 17:59:46,2024-10-11 16:00:00,3,Ping Han Ko,Skyler Woodward,Chinese Taipei,United States,6,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_39,1728644001,1,2,10,2024-10-11 15:52:34,2024-10-11 17:53:21,2024-10-11 16:00:00,3,Albert Manas,Carlo Biado,Philippines,Philippines,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_40,1728641842,15,2,10,2024-10-11 15:40:12,2024-10-11 17:17:22,2024-10-11 16:00:00,3,Shane Wolford,Ping Chung Ko,United States,Chinese Taipei,4,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_41,1728634012,1,2,10,2024-10-11 14:04:56,2024-10-11 15:06:52,2024-10-11 14:00:00,3,Jayson Shaw,Ming Wang,United Kingdom,China,10,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_42,1728640156,14,2,10,2024-10-11 14:08:03,2024-10-11 16:49:16,2024-10-11 14:00:00,3,Edward Koyongian,Van Huynh Nguyen,Indonesia,Viet Nam,10,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_43,1728637796,2,2,10,2024-10-11 14:09:40,2024-10-11 16:09:56,2024-10-11 14:00:00,3,Pin Yi Ko,Tyler Styer,Chinese Taipei,United States,10,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_44,1728648617,15,2,10,2024-10-11 17:49:14,2024-10-11 19:10:17,2024-10-11 18:00:00,3,Dean Shields,David Alcaide,United Kingdom,Spain,3,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_45,1728648612,2,2,10,2024-10-11 18:07:41,2024-10-11 19:10:12,2024-10-11 18:00:00,3,Shane Van Boening,Francesco Candela,United States,Italy,10,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_46,1728644019,16,2,10,2024-10-11 15:43:59,2024-10-11 17:53:39,2024-10-11 16:00:00,3,Harry Vergara,Jonás Souto Comino,Philippines,Spain,10,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_47,1728646166,17,2,10,2024-10-11 15:57:48,2024-10-11 18:29:26,2024-10-11 16:00:00,3,Georgi Georgiev,Andri Januarta,Bulgaria,Indonesia,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_48,1728642734,18,2,10,2024-10-11 15:55:03,2024-10-11 17:32:14,2024-10-11 16:00:00,3,Jefrey Roda,Lo Ho Sum,Philippines,Hong Kong,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_49,1728718710,15,3,10,2024-10-12 12:40:22,2024-10-12 14:38:30,2024-10-12 12:00:00,3,James Aranas,Kledio Kaci,Philippines,Albania,8,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_50,1728715791,TV,3,10,2024-10-12 12:40:22,2024-10-12 13:49:51,2024-10-12 12:00:00,3,Johann Chua,Jeffrey Ignacio,Philippines,Philippines,10,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_51,1728724915,1,3,10,2024-10-12 14:53:48,2024-10-12 16:21:55,2024-10-12 14:00:00,3,Francisco Sánchez Ruiz,Skyler Woodward,Spain,United States,10,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_52,1728722892,TV,3,10,2024-10-12 14:06:55,2024-10-12 15:48:12,2024-10-12 14:00:00,3,Carlo Biado,Ping Chung Ko,Philippines,Chinese Taipei,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_53,1728717620,2,3,10,2024-10-12 12:40:22,2024-10-12 14:20:20,2024-10-12 12:00:00,3,Jayson Shaw,Edward Koyongian,United Kingdom,Indonesia,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_54,1728718945,1,3,10,2024-10-12 12:40:22,2024-10-12 14:42:25,2024-10-12 12:00:00,3,Pin Yi Ko,David Alcaide,Chinese Taipei,Spain,10,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_55,1728723877,2,3,10,2024-10-12 14:30:27,2024-10-12 16:04:37,2024-10-12 14:00:00,3,Shane Van Boening,Harry Vergara,United States,Philippines,7,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_56,1728724333,15,3,10,2024-10-12 14:48:19,2024-10-12 16:12:13,2024-10-12 14:00:00,3,Andri Januarta,Jefrey Roda,Indonesia,Philippines,5,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_57,1728739740,1,4,10,2024-10-12 18:50:13,2024-10-12 20:29:00,2024-10-12 18:30:00,3,Kledio Kaci,Johann Chua,Albania,Philippines,6,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_58,1728749168,TV,4,10,2024-10-12 21:21:02,2024-10-12 23:06:08,2024-10-12 20:00:00,3,Francisco Sánchez Ruiz,Carlo Biado,Spain,Philippines,5,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_59,1728741781,TV,4,10,2024-10-12 18:50:59,2024-10-12 21:03:01,2024-10-12 18:30:00,3,Jayson Shaw,Pin Yi Ko,United Kingdom,Chinese Taipei,9,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_60,1728746139,1,4,10,2024-10-12 20:38:08,2024-10-12 22:15:39,2024-10-12 20:00:00,3,Harry Vergara,Jefrey Roda,Philippines,Philippines,8,10,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_61,1728809726,TV,5,11,2024-10-13 14:07:07,2024-10-13 15:55:26,2024-10-13 13:30:00,3,Johann Chua,Carlo Biado,Philippines,Philippines,11,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_62,1728802256,TV,5,11,2024-10-13 12:20:16,2024-10-13 13:50:56,2024-10-13 12:00:00,3,Pin Yi Ko,Jefrey Roda,Chinese Taipei,Philippines,11,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_2_1_63,1728829222,TV,6,13,2024-10-13 18:55:12,2024-10-13 21:20:22,2024-10-13 18:30:00,3,Johann Chua,Pin Yi Ko,Philippines,Chinese Taipei,13,7,Hanoi Open Pool Championship 2024
