uniqueId,modifiedUnixTmp,tableName,roundNumber,length,dateStart,dateEnd,dateScheduled,status,player1,player2,country1,country2,score1,score2,event
hanoi-open-pool-championship-2024_1_1_1,1728367295,1,1,9,2024-10-08 11:29:12,2024-10-08 13:01:35,2024-10-08 11:30:00,3,Fedor Gorst,Hoang Phong Ngyuen,United States,Viet Nam,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_2,1728368575,19,1,9,2024-10-08 11:33:31,2024-10-08 13:22:55,2024-10-08 11:30:00,3,The Hien Nguyen,Duc Thang Nguyen,Viet Nam,Viet Nam,4,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_3,1728371623,24,1,9,2024-10-08 11:13:21,2024-10-08 14:13:43,2024-10-08 11:30:00,3,Antonios Kakaris,Jake Newlove,Greece,United Kingdom,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_4,1728365978,21,1,9,2024-10-08 11:17:04,2024-10-08 12:39:38,2024-10-08 11:30:00,3,Ramazan Akdag,Tuan Kiet Dang,Turkey,Viet Nam,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_5,1728369269,17,1,9,2024-10-08 12:26:18,2024-10-08 13:34:29,2024-10-08 11:30:00,3,Yu Lung Chang,Shi-fan Chao,Chinese Taipei,Chinese Taipei,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_6,1728370921,18,1,9,2024-10-08 12:27:07,2024-10-08 14:02:01,2024-10-08 11:30:00,3,Hsin Ting Chen,Bobby Chandra Rinaldi,Chinese Taipei,Indonesia,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_7,1728362658,14,1,9,2024-10-08 10:03:08,2024-10-08 11:44:18,2024-10-08 10:00:00,3,Desmond Goh,Tony Chau,Singapore,United States,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_8,1728364070,11,1,9,2024-10-08 10:03:11,2024-10-08 12:07:50,2024-10-08 10:00:00,3,Billy Thorpe,Viet Hoang Chu,United States,Viet Nam,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_9,1728359349,21,1,9,2024-10-08 10:03:13,2024-10-08 10:49:09,2024-10-08 10:00:00,3,Anton Raga,Van Binh Trinh,Philippines,Viet Nam,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_10,1728361620,26,1,9,2024-10-08 10:03:14,2024-10-08 11:27:00,2024-10-08 10:00:00,3,Thanh Trung (Peri Team) Nguyen,Dang Khai Pham,Viet Nam,Viet Nam,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_11,1728360001,19,1,9,2024-10-08 10:03:15,2024-10-08 10:55:13,2024-10-08 10:00:00,3,Andri Januarta,Joky Vongxay,Indonesia,Lao People's Democratic Republic,9,0,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_12,1728362664,12,1,9,2024-10-08 10:03:16,2024-10-08 11:44:24,2024-10-08 10:00:00,3,Kledio Kaci,Jericco Jericco,Albania,Indonesia,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_13,1728362695,13,1,9,2024-10-08 10:03:17,2024-10-08 11:44:55,2024-10-08 10:00:00,3,Ping Han Ko,William Ang,Chinese Taipei,Singapore,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_14,1728362699,4,1,9,2024-10-08 10:03:21,2024-10-08 11:44:59,2024-10-08 10:00:00,3,Dean Shields,Hoang Lam Truong,United Kingdom,Viet Nam,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_15,1728364438,5,1,9,2024-10-08 10:03:22,2024-10-08 12:13:58,2024-10-08 10:00:00,3,Adam Mscisz,Minh Tuoc Nguyen,Poland,Viet Nam,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_16,1728362733,15,1,9,2024-10-08 10:03:23,2024-10-08 11:45:33,2024-10-08 10:00:00,3,Robbie Capito,Ngoc Tuan Le,Hong Kong,Viet Nam,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_17,1728367001,2,1,9,2024-10-08 11:40:46,2024-10-08 12:56:41,2024-10-08 11:30:00,3,Johann Chua,Van Nam Luong,Philippines,Viet Nam,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_18,1728368306,13,1,9,2024-10-08 11:58:46,2024-10-08 13:18:26,2024-10-08 11:30:00,3,Van Linh Ta,Van Huy Bui,Viet Nam,Viet Nam,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_19,1728368582,14,1,9,2024-10-08 11:55:42,2024-10-08 13:23:02,2024-10-08 11:30:00,3,Nikolaos Malai,Quy Tran,Albania,Viet Nam,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_20,1728370121,8,1,9,2024-10-08 11:35:00,2024-10-08 13:48:41,2024-10-08 11:30:00,3,Nam Pham Phuong,Ronel Nalaunan,Viet Nam,Philippines,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_21,1728449711,26,1,9,2024-10-09 10:05:24,2024-10-09 11:55:11,2024-10-09 10:00:00,3,Georgi Georgiev,Yi Wei Chang,Bulgaria,Chinese Taipei,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_22,1728447238,25,1,9,2024-10-09 10:05:24,2024-10-09 11:13:58,2024-10-09 10:00:00,3,Abdullah Muntaser,James Oyangoren,Bangladesh,United Kingdom,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_23,1728451768,24,1,9,2024-10-09 10:05:25,2024-10-09 12:29:28,2024-10-09 10:00:00,3,John Francisco,Renaldi Wirawan,United States,Indonesia,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_24,1728452675,23,1,9,2024-10-09 10:05:26,2024-10-09 12:44:35,2024-10-09 10:00:00,3,Oscar Dominguez,Tuan Anh I Nguyen,United States,Viet Nam,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_25,1728366439,5,1,9,2024-10-08 12:47:15,2024-10-08 12:47:19,2024-10-08 11:30:00,3,Kun Lin Wu,Duc Chi Nguyen,Chinese Taipei,Viet Nam,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_26,1728366071,10,1,9,2024-10-08 11:34:30,2024-10-08 12:41:11,2024-10-08 11:30:00,3,Jerson Cumayas,Viet Tuyen An,Philippines,Viet Nam,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_27,1728374108,26,1,9,2024-10-08 13:03:40,2024-10-08 14:55:08,2024-10-08 13:00:00,3,Steve Fleming,Dino Sadhwani,United States,India,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_28,1728373559,5,1,9,2024-10-08 13:03:56,2024-10-08 14:45:59,2024-10-08 13:00:00,3,Ri Teng Liu,Shao-chiang Liu,Chinese Taipei,Chinese Taipei,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_29,1728449913,22,1,9,2024-10-09 10:05:26,2024-10-09 11:58:33,2024-10-09 10:00:00,3,Marvin Asis,Van Thang Nguyen,Philippines,Viet Nam,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_30,1728447028,20,1,9,2024-10-09 10:05:27,2024-10-09 11:10:28,2024-10-09 10:00:00,3,Kostas Koukiadakis,Quoc Vu Vuong,Greece,Viet Nam,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_31,1728448840,19,1,9,2024-10-09 10:05:28,2024-10-09 11:40:40,2024-10-09 10:00:00,3,Cong Thanh Nguyen,Linh Giang Hoang Nguyen,Viet Nam,Viet Nam,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_32,1728451161,3,1,9,2024-10-09 10:05:29,2024-10-09 12:19:21,2024-10-09 10:00:00,3,Wiktor Zielinski,Phuc An Dao,Poland,Viet Nam,7,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_33,1728370683,1,1,9,2024-10-08 13:21:50,2024-10-08 13:58:03,2024-10-08 13:00:00,3,Francisco Sánchez Ruiz,Van Toan Nguyen,Spain,Viet Nam,9,0,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_34,1728373836,15,1,9,2024-10-08 13:19:24,2024-10-08 14:50:36,2024-10-08 13:00:00,3,Khai Do,Brad Levandoski,Viet Nam,United States,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_35,1728373971,21,1,9,2024-10-08 13:08:31,2024-10-08 14:52:51,2024-10-08 13:00:00,3,Max Eberle,Paolo Gillito,United States,Philippines,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_36,1728373839,10,1,9,2024-10-08 12:58:57,2024-10-08 14:50:39,2024-10-08 13:00:00,3,Sam Henderson,Timothy Soong,United States,Chinese Taipei,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_37,1728455671,16,1,9,2024-10-09 11:46:57,2024-10-09 13:34:31,2024-10-09 11:30:00,3,Bernie Regalario,Van Dung Nguyen,Philippines,Viet Nam,9,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_38,1728453036,12,1,9,2024-10-09 11:45:50,2024-10-09 12:50:36,2024-10-09 11:30:00,3,Ta Li Lin,Rico Herman,Chinese Taipei,Indonesia,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_39,1728451909,4,1,9,2024-10-09 11:44:38,2024-10-09 12:31:49,2024-10-09 11:30:00,3,Shih Kai Lin,Brandon Fugitt,Chinese Taipei,United States,9,1,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_40,1728453317,1,1,9,2024-10-09 11:49:35,2024-10-09 12:55:17,2024-10-09 11:30:00,3,Jeffrey Ignacio,Trung Anh Tran,Philippines,Viet Nam,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_41,1728373568,3,1,9,2024-10-08 13:32:08,2024-10-08 14:46:08,2024-10-08 13:00:00,3,Michael Feliciano,Le Nguyen,Philippines,Viet Nam,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_42,1728374595,12,1,9,2024-10-08 13:05:29,2024-10-08 15:03:15,2024-10-08 13:00:00,3,Tsung Han Lin,Pei-Chun Tsai,Chinese Taipei,Chinese Taipei,3,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_43,1728449400,18,1,9,2024-10-09 10:05:32,2024-10-09 11:50:00,2024-10-09 10:00:00,3,Quang Ngo Trung,Van Tuan Luong,Viet Nam,Viet Nam,9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_44,1728445852,16,1,9,2024-10-09 10:05:32,2024-10-09 10:50:52,2024-10-09 10:00:00,3,Mustafa Alnar,Anh Tu Nguyen,Turkey,Viet Nam,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_45,1728448356,17,1,9,2024-10-09 10:05:33,2024-10-09 11:32:36,2024-10-09 10:00:00,3,Lian Han Toh,A Bao Giang,Singapore,Viet Nam,7,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_46,1728449487,14,1,9,2024-10-09 10:05:34,2024-10-09 11:51:27,2024-10-09 10:00:00,3,Tom Staveley,Quang Thien Nguyen,United Kingdom,Viet Nam,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_47,1728447789,13,1,9,2024-10-09 10:05:34,2024-10-09 11:23:09,2024-10-09 10:00:00,3,Chien Hung Liu,Hai Dang Nguyen,Chinese Taipei,Viet Nam,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_48,1728446733,11,1,9,2024-10-09 10:05:37,2024-10-09 11:05:33,2024-10-09 10:00:00,3,Skyler Woodward,Duc Anh Nguyen,United States,Viet Nam,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_49,1728451833,11,1,9,2024-10-09 11:39:04,2024-10-09 12:30:33,2024-10-09 11:30:00,3,Mickey Krause,Van Viet Luu,Denmark,Viet Nam,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_50,1728455876,5,1,9,2024-10-09 12:42:02,2024-10-09 13:37:56,2024-10-09 11:30:00,3,Raymund Faraon,Hoai Linh Nguyen,Philippines,Viet Nam,9,0,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_51,1728459163,8,1,9,2024-10-09 12:21:36,2024-10-09 14:32:43,2024-10-09 11:30:00,3,Nicholas Tan,John Carlo Miraflor,Singapore,Philippines,5,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_52,1728454736,2,1,9,2024-10-09 12:06:01,2024-10-09 13:18:56,2024-10-09 11:30:00,3,Albert Manas,Venus Lim,Philippines,Singapore,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_53,1728370432,16,1,9,2024-10-08 12:49:17,2024-10-08 13:53:52,2024-10-08 13:00:00,3,Fitim Haradinaj,Dinh Long Le,Kosovo,Viet Nam,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_54,1728371700,19,1,9,2024-10-08 13:31:31,2024-10-08 14:15:00,2024-10-08 13:00:00,3,Salvador Garcia,Tien Minh Nguyen,Spain,Viet Nam,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_55,1728371932,23,1,9,2024-10-08 13:09:07,2024-10-08 14:18:52,2024-10-08 13:00:00,3,Yi Hsuan Sun,Bethany Sykes,Chinese Taipei,United States,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_56,1728371845,2,1,9,2024-10-08 13:10:25,2024-10-08 14:17:25,2024-10-08 13:00:00,3,Carlo Biado,Chih-yung Wang,Philippines,Chinese Taipei,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_57,1728454723,14,1,9,2024-10-09 12:02:03,2024-10-09 13:18:43,2024-10-09 11:30:00,3,Shane Wolford,Aaron Yip,United States,Singapore,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_58,1728457456,26,1,9,2024-10-09 11:59:33,2024-10-09 14:04:16,2024-10-09 11:30:00,3,Sergio Lagunas Moreno,Thanh Long Nguyen,Spain,Viet Nam,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_59,1728453529,17,1,9,2024-10-09 11:46:10,2024-10-09 12:58:49,2024-10-09 11:30:00,3,Ming Wang,Minh Tuan Ha,China,Viet Nam,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_60,1728454744,24,1,9,2024-10-09 13:18:59,2024-10-09 13:19:04,2024-10-09 11:30:00,3,Lukas Fracasso-Verner,Van Khai Do,United States,Viet Nam,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_61,1728361124,16,1,9,2024-10-08 10:03:24,2024-10-08 11:18:44,2024-10-08 10:00:00,3,Lo Ho Sum,Agung Pratikno,Hong Kong,Indonesia,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_62,1728364809,17,1,9,2024-10-08 10:03:25,2024-10-08 12:20:09,2024-10-08 10:00:00,3,Marcel Price,Tien Dung Pham,United Kingdom,Viet Nam,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_63,1728364606,18,1,9,2024-10-08 10:03:42,2024-10-08 12:16:46,2024-10-08 10:00:00,3,Hoang Tuan Nguyen,Raphael Gonzalez,Viet Nam,Philippines,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_64,1728363271,3,1,9,2024-10-08 10:03:43,2024-10-08 11:54:31,2024-10-08 10:00:00,3,Ping Chung Ko,Van Kien Phan,Chinese Taipei,Viet Nam,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_65,1728360305,1,1,9,2024-10-08 10:03:43,2024-10-08 11:05:05,2024-10-08 10:00:00,3,Jayson Shaw,Dat Phi Nguyen,United Kingdom,Viet Nam,9,1,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_66,1728364548,6,1,9,2024-10-08 10:03:44,2024-10-08 12:15:48,2024-10-08 10:00:00,3,Quang Trung Le,Hai Long Le,Viet Nam,Viet Nam,6,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_67,1728364263,7,1,9,2024-10-08 10:03:45,2024-10-08 12:11:03,2024-10-08 10:00:00,3,Matt Edwards,Kunihiko Takahashi,New Zealand,Japan,7,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_68,1728360524,9,1,9,2024-10-08 10:03:46,2024-10-08 11:08:44,2024-10-08 10:00:00,3,Ahmad Taufiq,Van Hai Nguyen,Brunei Darussalam,Viet Nam,1,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_69,1728454527,7,1,9,2024-10-09 12:09:28,2024-10-09 13:15:27,2024-10-09 11:30:00,3,Elliott Sanderson,Quoc Hung Chu,United Kingdom,Viet Nam,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_70,1728456399,9,1,9,2024-10-09 12:00:22,2024-10-09 13:46:39,2024-10-09 11:30:00,3,Hsuan-Wei Kuo,Hoang Nhat Nguyen,Chinese Taipei,Viet Nam,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_71,1728453877,10,1,9,2024-10-09 11:41:00,2024-10-09 13:04:37,2024-10-09 11:30:00,3,Landon Hollingsworth,Li Chia Chang,United States,Chinese Taipei,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_72,1728453067,13,1,9,2024-10-09 11:38:17,2024-10-09 12:51:07,2024-10-09 11:30:00,3,Lee Vann Corteza,Lee Han Qiang,Philippines,Singapore,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_73,1728379071,11,1,9,2024-10-08 14:14:22,2024-10-08 16:17:51,2024-10-08 13:00:00,3,Tyler Styer,Ngoc Nhuan Nguyen,United States,Viet Nam,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_74,1728372465,25,1,9,2024-10-08 13:18:41,2024-10-08 14:27:45,2024-10-08 13:00:00,3,Manh Duc Nguyen,Edward Koyongian,Viet Nam,Indonesia,1,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_75,1728375857,8,1,9,2024-10-08 13:59:54,2024-10-08 15:24:17,2024-10-08 13:00:00,3,John Vincent Vicedo,Ngoc Tai Nguyen,Philippines,Viet Nam,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_76,1728379646,16,1,9,2024-10-08 14:18:34,2024-10-08 16:27:26,2024-10-08 13:00:00,3,Sullivan Clark,Liu Nuoen,New Zealand,China,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_77,1728454631,20,1,9,2024-10-09 11:34:45,2024-10-09 13:17:11,2024-10-09 11:30:00,3,Che Wei Fu,Van Sinh Nguyen,Chinese Taipei,Viet Nam,5,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_78,1728456884,21,1,9,2024-10-09 11:37:36,2024-10-09 13:54:44,2024-10-09 11:30:00,3,Damian Massey,Ngoc Huy Vi,United Kingdom,Viet Nam,7,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_79,1728452309,25,1,9,2024-10-09 11:42:21,2024-10-09 12:38:29,2024-10-09 11:30:00,3,Van Huynh Nguyen,Thanh Tung Nguyen,Viet Nam,Viet Nam,9,1,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_80,1728445270,,1,9,2024-10-09 10:41:01,2024-10-09 10:41:10,2024-10-09 11:30:00,3,Moritz Neuhausen,Chun I Ke,Germany,Chinese Taipei,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_81,1728446417,15,1,9,2024-10-09 10:05:38,2024-10-09 11:00:17,2024-10-09 10:00:00,3,Pin Yi Ko,Su Linh Nguyen,Chinese Taipei,Viet Nam,9,1,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_82,1728448768,12,1,9,2024-10-09 10:05:39,2024-10-09 11:39:28,2024-10-09 10:00:00,3,Robert Hart,Quang Hiep Nguyen,United States,Viet Nam,5,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_83,1728448026,10,1,9,2024-10-09 10:05:40,2024-10-09 11:27:06,2024-10-09 10:00:00,3,Ching Ting Tang,Zhu Xi He,Chinese Taipei,China,1,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_84,1728449497,9,1,9,2024-10-09 10:05:43,2024-10-09 11:51:37,2024-10-09 10:00:00,3,Duc Thien Luong,Tuan Anh II Nguyen,Viet Nam,Viet Nam,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_85,1728455802,15,1,9,2024-10-09 12:19:56,2024-10-09 13:36:42,2024-10-09 11:30:00,3,Patric Gonzales,John La Garde,Philippines,Philippines,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_86,1728453023,22,1,9,2024-10-09 12:08:29,2024-10-09 12:50:23,2024-10-09 11:30:00,3,Li Zhi Min,Valeriano Pajuay Jr,Chinese Taipei,Philippines,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_87,1728373688,9,1,9,2024-10-08 13:28:56,2024-10-08 14:48:08,2024-10-08 13:00:00,3,Ching Ju Chien,Jaycee Cordova Garcia,Chinese Taipei,Philippines,2,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_88,1728371032,22,1,9,2024-10-08 14:03:49,2024-10-08 14:03:52,2024-10-08 13:00:00,3,Aleksa Pecelj,Huang-Kuel Lin,Serbia,Chinese Taipei,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_89,1728449536,15,1,9,2024-10-09 11:52:11,2024-10-09 11:52:16,2024-10-09 11:30:00,3,Quoc Hoang Duong,Minh Dung Trang,Viet Nam,Viet Nam,9,0,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_90,1728456763,19,1,9,2024-10-09 11:48:31,2024-10-09 13:52:43,2024-10-09 11:30:00,3,Kuan Yu Chen,Cong Hoang Nguyen,Chinese Taipei,Viet Nam,8,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_91,1728453166,18,1,9,2024-10-09 12:05:26,2024-10-09 12:52:46,2024-10-09 11:30:00,3,Jianbo Fu,Rodlin John Bautista,China,Philippines,9,2,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_92,1728457268,3,1,9,2024-10-09 12:32:51,2024-10-09 14:01:08,2024-10-09 11:30:00,3,Roland Garcia,Trung Thanh Khuc,Philippines,Viet Nam,9,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_93,1728371964,4,1,9,2024-10-08 13:23:12,2024-10-08 14:19:24,2024-10-08 13:00:00,3,Nicholas De Leon,Ngoc Anh Le,United States,Viet Nam,9,1,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_94,1728376773,7,1,9,2024-10-08 13:30:18,2024-10-08 15:39:33,2024-10-08 13:00:00,3,Michael Baoanan,Assis V Tadique,Philippines,Philippines,9,8,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_95,1728372793,20,1,9,2024-10-08 13:17:42,2024-10-08 14:33:13,2024-10-08 13:00:00,3,Lewis Ng,Quoc Khanh Bui,Malaysia,Viet Nam,2,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_96,1728375298,13,1,9,2024-10-08 13:27:44,2024-10-08 15:14:58,2024-10-08 13:00:00,3,David Alcaide,Phalakorn Taewsakul,Spain,Thailand,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_97,1728447499,1,1,9,2024-10-09 10:05:44,2024-10-09 11:18:19,2024-10-09 10:00:00,3,Shane Van Boening,Van Viet Nguyen,United States,Viet Nam,9,3,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_98,1728450185,8,1,9,2024-10-09 10:05:44,2024-10-09 12:03:05,2024-10-09 10:00:00,3,Thanh Kien Dang,Ali Percival,Viet Nam,United Kingdom,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_99,1728449590,2,1,9,2024-10-09 10:05:45,2024-10-09 11:53:10,2024-10-09 10:00:00,3,The Kien Do,Hoang Quan Do,Viet Nam,Viet Nam,8,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_100,1728449700,7,1,9,2024-10-09 10:05:46,2024-10-09 11:55:00,2024-10-09 10:00:00,3,Besar Spahiu,Jerico Bonus,Albania,Philippines,9,5,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_101,1728376343,14,1,9,2024-10-08 13:33:44,2024-10-08 15:32:23,2024-10-08 13:00:00,3,Francesco Candela,Chen Chao Ma,Italy,China,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_102,1728376266,17,1,9,2024-10-08 13:45:32,2024-10-08 15:31:06,2024-10-08 13:00:00,3,Yun Cheng Liu,David Holbeck,Chinese Taipei,Australia,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_103,1728368426,9,1,9,2024-10-08 11:30:57,2024-10-08 13:20:26,2024-10-08 11:30:00,3,Thanh Chung Dinh,Ben Grady,Viet Nam,"Korea, Republic of",9,6,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_104,1728369406,22,1,9,2024-10-08 13:36:33,2024-10-08 13:36:46,2024-10-08 11:30:00,3,John Morra,Ji Jie,Canada,China,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_105,1728444798,21,1,9,2024-10-09 10:05:46,2024-10-09 10:33:18,2024-10-09 10:00:00,3,Sanjin Pehlivanovic,Bui Trung Nguyen,Bosnia and Herzegovina,Viet Nam,0,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_106,1728452199,6,1,9,2024-10-09 10:05:49,2024-10-09 12:36:39,2024-10-09 10:00:00,3,Yi Chang,Yuya Tanaka,Chinese Taipei,Japan,8,9,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_107,1728451898,5,1,9,2024-10-09 10:05:49,2024-10-09 12:31:38,2024-10-09 10:00:00,3,Hung Ming Chu,Darren Young,Chinese Taipei,Singapore,9,7,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_108,1728447551,4,1,9,2024-10-09 10:05:49,2024-10-09 11:19:11,2024-10-09 10:00:00,3,Imran Majid,Jose Eliseo Taeza,United Kingdom,Philippines,9,4,Hanoi Open Pool Championship 2024
hanoi-open-pool-championship-2024_1_1_109,1728365824,16,1,9,2024-10-08 11:35:38,2024-10-08 12:37:04,2024-10-08 11:30:00,3,Truong An Bui,Huy Ha Bui,Viet Nam,Viet Nam,9,1,Hanoi Open Pool Championship 2024
